Reported Acceptor,Reported Donor ,DOI,Voc (V),Jsc (mA/cm^2),FF (%),PCE (%),acceptor type,acceptor class,core fused ring size,donor,acceptor ID with shortened chains,acc_SMILES,donor ID with shortened chains,don_SMILES
F-ITIC,PTPDBDT,10.1039/C7QM00025A,0.94,14.1,66,8.8,sm,fused,7,,IT-F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1,PTPDBDT,CCc1ccc(-c2c3cc(-c4sc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8sc(-c9cc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12scc%13c%12C(=O)N(CC)C%13=O)cc%11c(-c%11ccc(CC)s%11)c%10s9)c9c8C(=O)N(CC)C9=O)cc7c(-c7ccc(CC)s7)c6s5)c5c4C(=O)N(CC)C5=O)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
H-ITIC,PTPDBDT,10.1039/C7QM00025A,1.04,10.6,58,6.4,sm,fused,7,,ITIC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,PTPDBDT,CCc1ccc(-c2c3cc(-c4sc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8sc(-c9cc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12scc%13c%12C(=O)N(CC)C%13=O)cc%11c(-c%11ccc(CC)s%11)c%10s9)c9c8C(=O)N(CC)C9=O)cc7c(-c7ccc(CC)s7)c6s5)c5c4C(=O)N(CC)C5=O)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
ITIC,PIDT-DTN,10.1021/acs.macromol.6b02733,0.97,3.8,29,1.1,sm,fused,7,,ITIC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,PIDT-DTN,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sccc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(-c5sc(-c6cc(CC)c(-c7cc8c(s7)-c7cc9c(cc7C8(c7ccc(CC)cc7)c7ccc(CC)cc7)-c7sc(-c8sc(-c%10sc(-c%11cc(CC)c(-c%12cc%13c(s%12)-c%12cc%14c(cc%12C%13(c%12ccc(CC)cc%12)c%12ccc(CC)cc%12)-c%12sc(-c%13sc(-c%15sc(-c%16cc(CC)cs%16)c%16c%15C(=O)c%15ccccc%15C%16=O)cc%13CC)cc%12C%14(c%12ccc(CC)cc%12)c%12ccc(CC)cc%12)s%11)c%11c%10C(=O)c%10ccccc%10C%11=O)cc8CC)cc7C9(c7ccc(CC)cc7)c7ccc(CC)cc7)s6)c6c5C(=O)c5ccccc5C6=O)cc3CC)sc2-4)cc1
ITIC,PBDT-DTN,10.1021/acs.macromol.6b02733,0.92,13.8,65,8.3,sm,fused,7,,ITIC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,PBDT-DTN,CCc1csc(-c2sc(-c3cc(CC)c(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7sc(-c8sc(-c9cc(CC)c(-c%10cc%11c(-c%12ccc(CC)s%12)c%12sc(-c%13sc(-c%14sc(-c%15cc(CC)c(-c%16cc%17c(-c%18ccc(CC)s%18)c%18sccc%18c(-c%18ccc(CC)s%18)c%17s%16)s%15)c%15c%14C(=O)c%14ccccc%14C%15=O)cc%13CC)cc%12c(-c%12ccc(CC)s%12)c%11s%10)s9)c9c8C(=O)c8ccccc8C9=O)cc7CC)cc6c(-c6ccc(CC)s6)c5s4)s3)c3c2C(=O)c2ccccc2C3=O)c1
IT-4F,DRTB-T-C4,10.1021/acs.chemmater.8b00287,0.909,18.27,68,11.24,sm,fused,7,sm,IT-4F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,DRTB-T-C4,CCc1ccc(-c2c3cc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(/C=C%10/SC(=S)N(CC)C%10=O)cc9c(-c9ccc(CC)s9)c8s7)cc6c(-c6ccc(CC)s6)c5s4)sc3c(-c3ccc(CC)s3)c3cc(/C=C4\SC(=S)N(CC)C4=O)sc23)s1
BTP-4Cl,P3HT,10.1039/D0EE01763A,0.5,5.16,39,1.01,sm,y,8,,BTP-4Cl,CCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC
ZY-4Cl,P3HT,10.1039/D0EE01763A,0.88,16.49,65,9.46,sm,y,8,,ZY-4Cl,CCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=O)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=O)sc6c5n(CC)c4c3n(CC)c21,P3HT,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC
IPT-4F,PBDB-TF,10.1039/D0TA00651C,0.914,22.08,74.15,14.96,sm,fused,7,,IDTP-4F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
IPTBO-4Cl,PBDB-TF,10.1039/D0TA00651C,0.893,23.15,72.57,15,sm,fused,7,,IPTBO-4Cl,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
Ph-DTDP-IC,PBDB-T,10.1002/adfm.201705927,0.78,14.58,67.91,7.73,sm,fused,5,,Ph-DTDP-IC,CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3cc4c(cc32)-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
Ph-DTDP-TIC,PBDB-T,10.1002/adfm.201705927,0.89,17.31,59.61,9.21,sm,fused,5,,Ph-DTDP-TIC,CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(-c4ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s4)sc3-c3cc4c(cc32)-c2sc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
Ph-DTDP-TTIC,PBDB-T,10.1002/adfm.201705927,0.9,10.58,42.13,4.02,sm,fused,5,,Ph-DTDP-TTIC,CCc1ccc(C2(c3ccc(CC)cc3)Oc3cc(-c4cc5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5s4)sc3-c3cc4c(cc32)-c2sc(-c3cc5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5s3)cc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
IC-C6IDT-IC,DRTB-T,10.1021/jacs.6b11612,0.98,14.23,65,9.08,sm,fused,5,sm,IC-C6IDT-IC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1,DRTB-T-C4,CCc1ccc(-c2c3cc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(/C=C%10/SC(=S)N(CC)C%10=O)cc9c(-c9ccc(CC)s9)c8s7)cc6c(-c6ccc(CC)s6)c5s4)sc3c(-c3ccc(CC)s3)c3cc(/C=C4\SC(=S)N(CC)C4=O)sc23)s1
IDT-FBTR,PTB7-Th,10.1021/acsami.8b04541,1.02,15.18,57.55,9.14,sm,fused,5,,IDT-FBTR,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5cc(F)c(-c6ccc(/C=c7\sc(=C(C#N)C#N)n(CC)c7=O)s6)c6nsnc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3cc(F)c(-c5ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)s5)c5nsnc35)sc2-4)cc1,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
ITIC-4F,PTB7-Th,10.1021/acs.jpclett.9b03502,0.663,18.2,74.9,9.03,sm,fused,7,,IT-4F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
IDIC,P4_yang,10.1021/acsami.8b04432,1.06,4.82,57.43,2.93,sm,fused,5,,IDIC,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,P4_yang,CCOc1ccc(-c2nc3cc(F)c(F)c(-c4ccc(-c5c(F)c(F)c(-c6cccs6)c(F)c5F)s4)c3nc2-c2ccc(OCC)c(OCC)c2)cc1OCC
IDIC,P3_yang,10.1021/acsami.8b04432,1,15.99,60.89,9.7,sm,fused,5,,IDIC,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,P3_yang,CCOc1ccc(-c2nc3cc(F)c(F)c(-c4ccc(-c5cc(F)c(-c6cccs6)cc5F)s4)c3nc2-c2ccc(OCC)c(OCC)c2)cc1OCC
IDIC,P2_yang,10.1021/acsami.8b04432,0.91,13.15,64.84,7.75,sm,fused,5,,IDIC,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,P2_yang,CCOc1ccc(-c2nc3cc(F)c(F)c(-c4ccc(-c5ccc(-c6cccs6)cc5F)s4)c3nc2-c2ccc(OCC)c(OCC)c2)cc1OCC
IDIC,P1_yang,10.1021/acsami.8b04432,0.86,8.53,66.22,4.86,sm,fused,5,,IDIC,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,P1_yang,CCOc1ccc(-c2nc3cc(F)c(F)c(-c4ccc(-c5ccc(-c6cccs6)cc5)s4)c3nc2-c2ccc(OCC)c(OCC)c2)cc1OCC
m-ITIC,J61,10.1021/jacs.6b09110,0.91,18.31,71,11.77,sm,fused,7,,m-ITIC,CCc1cccc(C2(c3cccc(CC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CC)c2)(c2cccc(CC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1,J60,CCSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(SCC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(SCC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1
IPTT-2F,PBDB-T,10.1039/C9TA07634D,0.874,19.7,66.2,11.4,sm,fused,8,,IPTT-2F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
IPTTT-2F,PBDB-T,10.1039/C9TA07634D,0.894,20,69.3,12.3,sm,fused,9,,IPTTT-2F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(sc6cc(/C=C7\C(=O)c8cc(F)ccc8C7=C(C#N)C#N)sc65)c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
IT-4F,PTO2,10.1021/jacs.8b12937,0.91,21.5,75,14.7,sm,fused,7,,IT-4F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,PTO2,CCOC(=O)c1ccsc1-c1cc2c(-c3cc(F)c(CC)s3)c3sc(-c4cc(C(=O)OCC)c(-c5cc6c(-c7cc(F)c(CC)s7)c7sc(-c8cc(C(=O)OCC)c(-c9cc%10c(-c%11cc(F)c(CC)s%11)c%11sccc%11c(-c%11cc(F)c(CC)s%11)c%10s9)s8)cc7c(-c7cc(F)c(CC)s7)c6s5)s4)cc3c(-c3cc(F)c(CC)s3)c2s1
ITIC,PBDTS-DTBTO,10.1002/aenm.201600742,0.843,16.6,64.97,9.09,sm,fused,7,,ITIC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,PBDTS-DTBTO,CCOc1c(OCC)c(-c2ccc(-c3cc4c(-c5ccc(SCC)s5)c5sc(-c6ccc(-c7c(OCC)c(OCC)c(-c8ccc(-c9cc%10c(-c%11ccc(SCC)s%11)c%11sc(-c%12ccc(-c%13c(OCC)c(OCC)c(-c%14ccc(-c%15cc%16c(-c%17ccc(SCC)s%17)c%17sccc%17c(-c%17ccc(SCC)s%17)c%16s%15)s%14)c%14nsnc%13%14)s%12)cc%11c(-c%11ccc(SCC)s%11)c%10s9)s8)c8nsnc78)s6)cc5c(-c5ccc(SCC)s5)c4s3)s2)c2nsnc2c1-c1cccs1
ITCC,PBDB-T,10.1002/adma.201700254,1.01,15.9,71,11.4,sm,fused,7,,ITCC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sccc5C4=C(C#N)C#N)sc23)cc1,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
PT-IDTTIC,PBDB-TF,10.1002/aenm.202001408,0.97,17.96,67,12.06,polymer,polymer,,,PT-IDTTIC,CCC1(CC)c2cc3c(cc2-c2sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c21)C(CC)(CC)c1c-3sc2cc(/C=C3\C(=O)c4ccc(-c5ccc(-c6ccc7c(c6)C(=C(C#N)C#N)/C(=C/c6cc8sc9c(c8s6)C(CC)(CC)c6cc8c(cc6-9)C(CC)(CC)c6c-8sc8cc(/C=C9\C(=O)c%10ccc(-c%11cccs%11)cc%10C9=C(C#N)C#N)sc68)C7=O)s5)cc4C3=C(C#N)C#N)sc12,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
AOT1,PTB7-Th,10.1021/acsaem.0c02719,0.74,7.31,60,3.31,sm,unfused,1,,AOT1,CCOc1cc(-c2sc(-c3cc(OCC)c(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)s3)c(OCC)c2OCC)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
AOT2,PTB7-Th,10.1021/acsaem.0c02719,0.7,10.5,54,4.06,sm,unfused,1,,AOT2,CCOc1cc(-c2sc(-c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3OCC)c(OCC)c2OCC)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
AOT3,PTB7-Th,10.1021/acsaem.0c02719,0.62,17.63,59,6.59,sm,unfused,1,,AOT3,CCOc1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-c1sc(-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2OCC)c(OCC)c1OCC,PTB7-Th,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
